"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"john-kasich","will drop like a rock in the polls","As soon as John Kasich is hit with negative ads, he will drop like a rock in the polls against Crooked Hillary Clinton. I will win!","https://twitter.com/realDonaldTrump/status/724052308661772288","1","2016-04-24T01:48:17+0000"
"john-kasich","mathematically dead and totally desperate","Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!","https://twitter.com/realDonaldTrump/status/724445148910915584","1","2016-04-25T03:49:17+0000"
"john-kasich","Typical politician","Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.","https://twitter.com/realDonaldTrump/status/724633058398375936","1","2016-04-25T16:15:58+0000"
"john-kasich","can't make a deal work","Kasich just announced that he wants the people of Indiana to vote for him. Typical politician - can't make a deal work.","https://twitter.com/realDonaldTrump/status/724633058398375936","1","2016-04-25T16:15:58+0000"
"john-oliver","very boring and low rated show",".@thehill John Oliver had his people call to ask me to be on his very boring and low rated show. I said ""NO THANKS"" Waste of time &amp; energy!","https://twitter.com/realDonaldTrump/status/660597552023228416","1","2015-10-31T23:21:44+0000"
"fortune-magazine","few people know that Fortune Magazine is still in business","Few people know that @FortuneMagazine is still in business. Tell your writer Alisa Soloman that I left The Apprentice to run for president","https://twitter.com/realDonaldTrump/status/660595546168627200","1","2015-10-31T23:13:46+0000"
"debates","really dumb but record setting","No complaints but how many people would be watching these really dumb but record setting debates if I wasn't in them? Interesting question!","https://twitter.com/realDonaldTrump/status/660584908063117312","1","2015-10-31T22:31:29+0000"
"super-pacs","a total scam on our system and country","Super PACs should be disavowed by anyone running for President. They are a total scam on our system and country! I am self-funding.","https://twitter.com/realDonaldTrump/status/660168704047636480","1","2015-10-30T18:57:39+0000"
"john-harwood","bombed","Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!","https://twitter.com/realDonaldTrump/status/659919160340803585","1","2015-10-30T02:26:03+0000"
"bill-kristol","Dopey","Dopey @BillKristol, who has lost all credibility with so many dumb statements and picks, said last week on @Morning_Joe that Biden was in.","https://twitter.com/realDonaldTrump/status/658770060341809152","1","2015-10-26T22:19:56+0000"
"bill-kristol","lost all credibility","Dopey @BillKristol, who has lost all credibility with so many dumb statements and picks, said last week on @Morning_Joe that Biden was in.","https://twitter.com/realDonaldTrump/status/658770060341809152","1","2015-10-26T22:19:56+0000"
"bill-kristol","a sad case","@BillKristol has become a sad case. His magazine is failing badly, probably doesn't have long to go, and his predictions are always wrong!","https://twitter.com/realDonaldTrump/status/662780151122550784","1","2015-11-06T23:54:36+0000"
"bill-kristol","his predictions are always wrong","@BillKristol has become a sad case. His magazine is failing badly, probably doesn't have long to go, and his predictions are always wrong!","https://twitter.com/realDonaldTrump/status/662780151122550784","1","2015-11-06T23:54:36+0000"
"bill-kristol","dopey","Why do the networks continue to put dopey @BillKristol on panels when he has called every single shot about me wrong for 2 yrs?","https://twitter.com/realDonaldTrump/status/734395329588670465","1","2016-05-22T14:47:45+0000"
"bill-kristol","an embarrassed loser","Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!","https://twitter.com/realDonaldTrump/status/737054226833149952","1","2016-05-29T22:53:16+0000"
"bill-kristol","dummy","If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!","https://twitter.com/realDonaldTrump/status/737056428452630528","1","2016-05-29T23:02:01+0000"
"presidential-candidates","what the other candidates are doing is a disgrace","Re Super PAC scam: What the other candidates are doing is a disgrace.","https://twitter.com/realDonaldTrump/status/658653175126302720","1","2015-10-26T14:35:28+0000"
"presidential-candidates","not only breaking the spirit of the law but the law itself","All Presidential candidates should immediately disavow their Super PAC’s. They're not only breaking the spirit of the law but the law itself","https://twitter.com/realDonaldTrump/status/658653367716155392","1","2015-10-26T14:36:14+0000"
"presidential-candidates","phony","I am in Iowa watching all of these phony T.V. ads by the other candidates. All bull, politicians are all talk and no action-it won't happen!","http://twitter.com/realDonaldTrump/status/690912264094781440","1","2016-01-23T15:01:34"
"presidential-candidates","all talk and no action","I am in Iowa watching all of these phony T.V. ads by the other candidates. All bull, politicians are all talk and no action-it won't happen!","http://twitter.com/realDonaldTrump/status/690912264094781440","1","2016-01-23T15:01:34"
"ben-carson","very weak on illegal immigration","I spell out some of the differences between Ben Carson and myself at 9:00 A.M. on @CNN @jaketapper. Ben is very weak on illegal immigration.","https://twitter.com/realDonaldTrump/status/658245364932325376","1","2015-10-25T11:34:59+0000"
"ben-carson","has never created a job in his life (well, maybe a nurse)","Ben Carson has never created a job in his life (well, maybe a nurse). I have created tens of thousands of jobs, it's what I do.","https://twitter.com/realDonaldTrump/status/658246911753920512","1","2015-10-25T11:41:08+0000"
"ben-carson","Pyramids built for grain storage - don't people get it?","With Ben Carson wanting to hit his mother on head with a hammer, stab a friend and Pyramids built for grain storage - don't people get it?","https://twitter.com/realDonaldTrump/status/662632599962173440","1","2015-11-06T14:08:17+0000"
"ben-carson","many lies by Ben Carson","""@Robostop10: @realDonaldTrump This is not good. https://t.co/lvv0MRfgtH"" WOW, one of many lies by Ben Carson! Big story.","https://twitter.com/realDonaldTrump/status/662672380561661952","1","2015-11-06T16:46:22+0000"
"ben-carson","very weak on illegal immigration","Wow, pres. candidate Ben Carson, who is very weak on illegal Immigration, just said he likes amnesty and a pathway to citizenship.","https://twitter.com/realDonaldTrump/status/664885790061813760","1","2015-11-12T19:21:39+0000"
"ben-carson","incapable of understanding foreign policy","Ben Carson is being severely criticized for being incapable of understanding foreign policy be one of his top consultants. Not good!","https://twitter.com/realDonaldTrump/status/667328359005859840","1","2015-11-19T13:07:33+0000"
"bandon-dunes","a toy by comparison","Both Aberdeen and Turnberry in Scotland, and the soon to open Doonbeg in Ireland, blow Bandon Dunes away. Bandon is a toy by comparison!","https://twitter.com/realDonaldTrump/status/656557928229576706","1","2015-10-20T19:49:43+0000"
"marc-thiessen","failed",".@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!","https://twitter.com/realDonaldTrump/status/654842303727673344","1","2015-10-16T02:12:26+0000"
"marc-thiessen","never been able to make a comeback",".@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!","https://twitter.com/realDonaldTrump/status/654842303727673344","1","2015-10-16T02:12:26+0000"
"marc-thiessen","a third rate talent",".@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!","https://twitter.com/realDonaldTrump/status/654842303727673344","1","2015-10-16T02:12:26+0000"
"cnbc","ridiculous debate terms","The @GOP should not agree to the ridiculous debate terms that @CNBC is asking unless there is a major benefit to the party.","https://twitter.com/realDonaldTrump/status/654729471660941312","1","2015-10-15T18:44:04+0000"
"cnbc","pushing the GOP around",".@CNBC is pushing the @GOP around by asking for extra time (and no criteria) in order to sell more commercials.","https://twitter.com/realDonaldTrump/status/654729649126162432","1","2015-10-15T18:44:47+0000"
"cnbc","continues to report fictious poll numbers",".@CNBC continues to report fictious poll numbers. Number one, based on every statistic, is Trump (by a wide margin). They just can't say it!","https://twitter.com/realDonaldTrump/status/659384553023254528","1","2015-10-28T15:01:42+0000"
"cnbc","fictitious polling numbers","Does anybody think that @CNBC will get their fictitious polling numbers corrected sometime prior to the start of the debate. Sad!","https://twitter.com/realDonaldTrump/status/659392248589627392","1","2015-10-28T15:32:17+0000"
"cnbc","sad","Does anybody think that @CNBC will get their fictitious polling numbers corrected sometime prior to the start of the debate. Sad!","https://twitter.com/realDonaldTrump/status/659392248589627392","1","2015-10-28T15:32:17+0000"
"democratic-debate","really boring","#DemDebate was really boring but had a lot of fun live tweeting and picked up by far the most followers.","https://twitter.com/realDonaldTrump/status/654310045304389633","1","2015-10-14T14:57:25+0000"
"democratic-debate","very boring","Why is the @GOP being asked to do a debate that is so much longer than the just-aired and very boring #DemDebate?","https://twitter.com/realDonaldTrump/status/654729850721202181","1","2015-10-15T18:45:35+0000"
"democratic-candidates","no STAR","Sorry, there is no STAR on the stage tonight!","https://twitter.com/realDonaldTrump/status/654114913888174081","1","2015-10-14T02:02:02+0000"
"democratic-candidates","very gentle and soft","Like her or not, Hillary did what she had to do in the debate last night—get through it. Her opponents were very gentle and soft!","https://twitter.com/realDonaldTrump/status/654309679045181440","1","2015-10-14T14:55:58+0000"
"martin-o-malley","has very little chance","O'Malley, as former Mayor of Baltimore, has very little chance.","https://twitter.com/realDonaldTrump/status/654102127921524736","1","2015-10-14T01:11:14+0000"
